Timestamp,Event_Type,Key_Button,X,Y,Action
1770557946.2936954,Mouse,Move,1182,638,Move
1770557946.2946928,Mouse,Move,1181,638,Move
1770557946.2957034,Mouse,Move,1181,638,Move
1770557946.2966998,Mouse,Move,1180,638,Move
1770557946.2977057,Mouse,Move,1180,638,Move
1770557946.298694,Mouse,Move,1179,638,Move
1770557946.299695,Mouse,Move,1179,638,Move
1770557946.300686,Mouse,Move,1178,638,Move
1770557946.3016903,Mouse,Move,1177,638,Move
1770557946.3026814,Mouse,Move,1177,638,Move
1770557946.3037062,Mouse,Move,1176,638,Move
1770557946.304692,Mouse,Move,1176,638,Move
1770557946.3056922,Mouse,Move,1175,638,Move
1770557946.3066993,Mouse,Move,1175,638,Move
1770557946.3076997,Mouse,Move,1174,638,Move
1770557946.308691,Mouse,Move,1173,638,Move
1770557946.3096933,Mouse,Move,1173,638,Move
1770557946.3106868,Mouse,Move,1172,638,Move
1770557946.3116999,Mouse,Move,1172,638,Move
1770557946.312718,Mouse,Move,1171,638,Move
1770557946.313741,Mouse,Move,1171,638,Move
1770557946.3147244,Mouse,Move,1170,638,Move
1770557946.3157313,Mouse,Move,1170,638,Move
1770557946.3167136,Mouse,Move,1168,638,Move
1770557946.317718,Mouse,Move,1168,638,Move
1770557946.3197124,Mouse,Move,1167,638,Move
1770557946.3206973,Mouse,Move,1166,638,Move
1770557946.321697,Mouse,Move,1165,639,Move
1770557946.3226812,Mouse,Move,1165,639,Move
1770557946.3237221,Mouse,Move,1164,639,Move
1770557946.3247015,Mouse,Move,1164,639,Move
1770557946.3260012,Mouse,Move,1163,639,Move
1770557946.3266735,Mouse,Move,1163,639,Move
1770557946.3287027,Mouse,Move,1161,639,Move
1770557946.329708,Mouse,Move,1161,639,Move
1770557946.3307066,Mouse,Move,1160,639,Move
1770557946.3327007,Mouse,Move,1160,639,Move
1770557946.3336768,Mouse,Move,1159,639,Move
1770557946.334684,Mouse,Move,1158,639,Move
1770557946.3356924,Mouse,Move,1158,639,Move
1770557946.3366902,Mouse,Move,1157,639,Move
1770557946.3377013,Mouse,Move,1157,639,Move
1770557946.3397107,Mouse,Move,1156,639,Move
1770557946.3407006,Mouse,Move,1156,639,Move
1770557946.3417246,Mouse,Move,1155,639,Move
1770557946.3426898,Mouse,Move,1155,639,Move
1770557946.343733,Mouse,Move,1154,639,Move
1770557946.3458045,Mouse,Move,1153,639,Move
1770557946.3467515,Mouse,Move,1153,639,Move
1770557946.3487341,Mouse,Move,1152,639,Move
1770557946.3496962,Mouse,Move,1152,639,Move
1770557946.3506947,Mouse,Move,1151,639,Move
1770557946.3536613,Mouse,Move,1151,639,Move
1770557946.354001,Mouse,Move,1150,639,Move
1770557946.355689,Mouse,Move,1149,639,Move
1770557946.3577018,Mouse,Move,1149,639,Move
1770557946.3596952,Mouse,Move,1148,639,Move
1770557946.3607025,Mouse,Move,1148,639,Move
1770557946.3627036,Mouse,Move,1147,639,Move
1770557946.3657064,Mouse,Move,1147,639,Move
1770557946.3677025,Mouse,Move,1146,639,Move
1770557946.3697205,Mouse,Move,1145,639,Move
1770557946.3727028,Mouse,Move,1145,639,Move
1770557946.3757107,Mouse,Move,1144,639,Move
1770557946.3777006,Mouse,Move,1144,639,Move
1770557946.3826928,Mouse,Move,1143,639,Move
1770557946.3867142,Mouse,Move,1143,639,Move
1770557946.391719,Mouse,Move,1142,639,Move
1770557946.3996758,Mouse,Move,1141,639,Move
1770557946.5207083,Mouse,Move,1141,639,Move
1770557946.8936856,Mouse,Move,1141,639,Move
1770557946.8957322,Mouse,Move,1140,639,Move
1770557946.9017057,Mouse,Move,1140,639,Move
1770557946.9036872,Mouse,Move,1140,639,Move
1770557946.9116964,Mouse,Move,1140,638,Move
1770557946.9126859,Mouse,Move,1139,638,Move
1770557946.9197364,Mouse,Move,1139,638,Move
1770557946.9237146,Mouse,Move,1139,638,Move
1770557946.936806,Mouse,Move,1138,638,Move
1770557946.942691,Mouse,Move,1138,637,Move
1770557946.964726,Mouse,Move,1137,637,Move
1770557947.2907085,Mouse,Move,1137,637,Move
1770557947.2997224,Mouse,Move,1137,637,Move
1770557947.3277037,Mouse,Move,1137,637,Move
1770557947.3377132,Mouse,Move,1136,637,Move
1770557947.3527694,Mouse,Move,1136,638,Move
1770557947.3647115,Mouse,Move,1136,638,Move
1770557947.3677063,Mouse,Move,1136,638,Move
1770557947.3847406,Mouse,Move,1135,638,Move
1770557947.3867226,Mouse,Move,1135,639,Move
1770557947.3934193,Mouse,Move,1135,640,Move
1770557947.408704,Mouse,Move,1135,640,Move
1770557947.4127033,Mouse,Move,1135,640,Move
1770557947.4267008,Mouse,Move,1135,641,Move
1770557947.4276922,Mouse,Move,1134,641,Move
1770557947.439689,Mouse,Move,1134,641,Move
1770557947.441815,Mouse,Move,1133,641,Move
1770557947.453787,Mouse,Move,1133,642,Move
1770557947.4666965,Mouse,Move,1133,642,Move
1770557947.467689,Mouse,Move,1133,642,Move
1770557947.4997313,Mouse,Move,1132,642,Move
1770557947.5107622,Mouse,Move,1132,643,Move
1770557947.8157125,Mouse,Move,1132,643,Move
1770557947.8967042,Mouse,Move,1131,643,Move
1770557947.9297051,Mouse,Move,1131,643,Move
1770557947.9528468,Mouse,Move,1130,643,Move
1770557948.2707,Mouse,Move,1129,643,Move
1770557948.2907178,Mouse,Move,1129,643,Move
1770557948.312733,Mouse,Move,1128,643,Move
1770557948.328705,Mouse,Move,1128,643,Move
1770557948.3367207,Mouse,Move,1128,644,Move
1770557948.3387046,Mouse,Move,1127,644,Move
1770557948.3457687,Mouse,Move,1127,644,Move
1770557948.3527038,Mouse,Move,1126,644,Move
1770557948.357705,Mouse,Move,1125,644,Move
1770557948.36271,Mouse,Move,1125,644,Move
1770557948.3646986,Mouse,Move,1125,644,Move
1770557948.371716,Mouse,Move,1124,644,Move
1770557948.3777015,Mouse,Move,1124,644,Move
1770557948.384709,Mouse,Move,1124,645,Move
1770557948.3877075,Mouse,Move,1123,645,Move
1770557948.3947587,Mouse,Move,1123,645,Move
1770557948.398758,Mouse,Move,1122,645,Move
1770557948.4007137,Mouse,Move,1122,645,Move
1770557948.4036973,Mouse,Move,1122,645,Move
1770557948.408703,Mouse,Move,1122,646,Move
1770557948.4107006,Mouse,Move,1121,646,Move
1770557948.4146936,Mouse,Move,1120,646,Move
1770557948.415694,Mouse,Move,1120,646,Move
1770557948.4197185,Mouse,Move,1120,646,Move
1770557948.4216876,Mouse,Move,1120,647,Move
1770557948.4237201,Mouse,Move,1119,647,Move
1770557948.4266825,Mouse,Move,1119,647,Move
1770557948.4297006,Mouse,Move,1118,647,Move
1770557948.4347053,Mouse,Move,1118,648,Move
1770557948.4356923,Mouse,Move,1118,648,Move
1770557948.4387074,Mouse,Move,1117,648,Move
1770557948.4417038,Mouse,Move,1117,649,Move
1770557948.4426956,Mouse,Move,1116,649,Move
1770557948.445703,Mouse,Move,1116,649,Move
1770557948.446692,Mouse,Move,1116,649,Move
1770557948.4487226,Mouse,Move,1115,649,Move
1770557948.4526865,Mouse,Move,1115,650,Move
1770557948.4577003,Mouse,Move,1114,650,Move
1770557948.4616888,Mouse,Move,1114,650,Move
1770557948.4647005,Mouse,Move,1113,651,Move
1770557948.467698,Mouse,Move,1112,651,Move
1770557948.4726937,Mouse,Move,1112,651,Move
1770557948.4736915,Mouse,Move,1112,651,Move
1770557948.4766946,Mouse,Move,1111,651,Move
1770557948.4796987,Mouse,Move,1111,651,Move
1770557948.4847357,Mouse,Move,1110,651,Move
1770557948.4866872,Mouse,Move,1110,652,Move
1770557948.4887004,Mouse,Move,1110,652,Move
1770557948.4917004,Mouse,Move,1110,653,Move
1770557948.4936922,Mouse,Move,1109,653,Move
1770557948.496701,Mouse,Move,1108,653,Move
1770557948.503781,Mouse,Move,1108,653,Move
1770557948.5147095,Mouse,Move,1107,653,Move
1770557948.5707016,Mouse,Move,1107,653,Move
1770557948.6066973,Mouse,Move,1106,653,Move
1770557948.6306937,Mouse,Move,1106,653,Move
1770557948.7466938,Mouse,Move,1105,653,Move
1770557949.617708,Mouse,Move,1105,653,Move
1770557949.6307025,Mouse,Move,1105,654,Move
1770557949.6376925,Mouse,Move,1104,654,Move
1770557949.9967277,Mouse,Move,1104,654,Move
1770557950.0007284,Mouse,Move,1104,655,Move
1770557950.0146976,Mouse,Move,1103,655,Move
1770557950.020707,Mouse,Move,1103,655,Move
1770557950.0277038,Mouse,Move,1103,656,Move
1770557950.0507114,Mouse,Move,1103,657,Move
1770557950.0527241,Mouse,Move,1103,657,Move
1770557950.4666982,Mouse,Move,1102,657,Move
1770557950.4748156,Mouse,Move,1102,657,Move
1770557950.4887068,Mouse,Move,1101,657,Move
1770557950.498703,Mouse,Move,1100,657,Move
1770557950.5077038,Mouse,Move,1100,657,Move
1770557950.5167344,Mouse,Move,1099,657,Move
1770557950.527707,Mouse,Move,1099,657,Move
1770557950.5387073,Mouse,Move,1099,657,Move
1770557950.5436814,Mouse,Move,1098,657,Move
1770557950.5647175,Mouse,Move,1098,657,Move
1770557950.5827441,Mouse,Move,1097,657,Move
1770557950.6117115,Mouse,Move,1096,657,Move
1770557950.6727355,Mouse,Move,1096,657,Move
1770557951.4067054,Mouse,Move,1096,657,Move
1770557951.4597328,Mouse,Move,1095,657,Move
1770557951.4707038,Mouse,Move,1095,657,Move
1770557951.5027578,Mouse,Move,1095,657,Move
1770557951.5687048,Mouse,Move,1094,657,Move
1770557951.612707,Mouse,Move,1094,657,Move
1770557951.6437151,Mouse,Move,1093,657,Move
1770557951.7010741,Mouse,Move,1092,657,Move
1770557951.728702,Mouse,Move,1092,657,Move
1770557951.7957058,Mouse,Move,1091,657,Move
1770557951.8137112,Mouse,Move,1091,657,Move
1770557951.8767023,Mouse,Move,1090,657,Move
1770557951.9036996,Mouse,Move,1090,657,Move
1770557951.9477348,Mouse,Move,1089,657,Move
1770557952.0077076,Mouse,Move,1089,657,Move
1770557952.0407104,Mouse,Move,1088,657,Move
1770557952.1327174,Mouse,Move,1087,657,Move
1770557952.1827369,Mouse,Move,1087,657,Move
1770557952.2477062,Mouse,Move,1087,657,Move
1770557952.2607195,Mouse,Move,1086,657,Move
1770557952.3218405,Mouse,Move,1086,657,Move
1770557953.6917148,Mouse,Move,1085,657,Move
1770557953.7107077,Mouse,Move,1085,657,Move
1770557953.719774,Mouse,Move,1085,657,Move
1770557953.735727,Mouse,Move,1084,657,Move
1770557953.7577047,Mouse,Move,1083,657,Move
1770557953.7727048,Mouse,Move,1083,656,Move
1770557953.801712,Mouse,Move,1083,656,Move
1770557953.8937166,Mouse,Move,1082,656,Move
1770557953.925744,Mouse,Move,1082,656,Move
1770557954.1416948,Mouse,Move,1082,656,Move
1770557954.144712,Mouse,Move,1081,656,Move
1770557954.148708,Mouse,Move,1081,656,Move
1770557954.1506948,Mouse,Move,1080,656,Move
1770557954.1537044,Mouse,Move,1079,656,Move
1770557954.1547642,Mouse,Move,1079,655,Move
1770557954.1566868,Mouse,Move,1078,655,Move
1770557954.1587055,Mouse,Move,1078,655,Move
1770557954.1607158,Mouse,Move,1077,655,Move
1770557954.1617033,Mouse,Move,1077,655,Move
1770557954.1636846,Mouse,Move,1076,655,Move
1770557954.1657028,Mouse,Move,1075,655,Move
1770557954.1667037,Mouse,Move,1075,655,Move
1770557954.1687052,Mouse,Move,1074,655,Move
1770557954.1696901,Mouse,Move,1074,655,Move
1770557954.1717072,Mouse,Move,1073,655,Move
1770557954.1736906,Mouse,Move,1073,655,Move
1770557954.1757197,Mouse,Move,1072,655,Move
1770557954.1777048,Mouse,Move,1071,655,Move
1770557954.1817026,Mouse,Move,1071,655,Move
1770557954.1837559,Mouse,Move,1070,655,Move
1770557954.2577245,Mouse,Move,1070,655,Move
1770557954.2607424,Mouse,Move,1069,655,Move
1770557954.264727,Mouse,Move,1069,655,Move
1770557954.268686,Mouse,Move,1068,655,Move
1770557954.2707016,Mouse,Move,1067,655,Move
1770557954.2737076,Mouse,Move,1066,655,Move
1770557954.2756822,Mouse,Move,1066,655,Move
1770557954.2777283,Mouse,Move,1065,655,Move
1770557954.2797136,Mouse,Move,1065,655,Move
1770557954.2807148,Mouse,Move,1064,655,Move
1770557954.2827144,Mouse,Move,1063,655,Move
1770557954.283737,Mouse,Move,1063,655,Move
1770557954.2857113,Mouse,Move,1062,655,Move
1770557954.2882538,Mouse,Move,1062,655,Move
1770557954.2885396,Mouse,Move,1061,655,Move
1770557954.289703,Mouse,Move,1061,655,Move
1770557954.2906885,Mouse,Move,1060,655,Move
1770557954.2916925,Mouse,Move,1059,655,Move
1770557954.2926924,Mouse,Move,1059,655,Move
1770557954.2936938,Mouse,Move,1058,655,Move
1770557954.2946894,Mouse,Move,1058,655,Move
1770557954.2957034,Mouse,Move,1057,655,Move
1770557954.2966907,Mouse,Move,1057,655,Move
1770557954.2987003,Mouse,Move,1056,655,Move
1770557954.299695,Mouse,Move,1055,655,Move
1770557954.3006856,Mouse,Move,1055,655,Move
1770557954.301686,Mouse,Move,1054,655,Move
1770557954.3027232,Mouse,Move,1054,655,Move
1770557954.3036976,Mouse,Move,1053,655,Move
1770557954.3046858,Mouse,Move,1053,655,Move
1770557954.3057125,Mouse,Move,1052,655,Move
1770557954.3077035,Mouse,Move,1051,655,Move
1770557954.3086898,Mouse,Move,1050,655,Move
1770557954.3107164,Mouse,Move,1050,655,Move
1770557954.3117466,Mouse,Move,1049,655,Move
1770557954.3127248,Mouse,Move,1049,655,Move
1770557954.313707,Mouse,Move,1048,655,Move
1770557954.315735,Mouse,Move,1047,655,Move
1770557954.316685,Mouse,Move,1047,655,Move
1770557954.3176906,Mouse,Move,1046,655,Move
1770557954.3186843,Mouse,Move,1046,655,Move
1770557954.3214533,Mouse,Move,1045,655,Move
1770557954.3217533,Mouse,Move,1045,655,Move
1770557954.3227181,Mouse,Move,1044,655,Move
1770557954.3246994,Mouse,Move,1043,655,Move
1770557954.3256948,Mouse,Move,1043,655,Move
1770557954.3266916,Mouse,Move,1042,655,Move
1770557954.327686,Mouse,Move,1042,655,Move
1770557954.3286872,Mouse,Move,1041,655,Move
1770557954.3307,Mouse,Move,1041,655,Move
1770557954.3316946,Mouse,Move,1040,655,Move
1770557954.3326802,Mouse,Move,1039,655,Move
1770557954.3346763,Mouse,Move,1039,654,Move
1770557954.3356938,Mouse,Move,1038,654,Move
1770557954.3366911,Mouse,Move,1038,654,Move
1770557954.3387024,Mouse,Move,1037,654,Move
1770557954.3396869,Mouse,Move,1037,654,Move
1770557954.3406928,Mouse,Move,1036,654,Move
1770557954.341689,Mouse,Move,1035,654,Move
1770557954.3437307,Mouse,Move,1034,654,Move
1770557954.3457372,Mouse,Move,1034,654,Move
1770557954.346771,Mouse,Move,1033,654,Move
1770557954.347714,Mouse,Move,1033,654,Move
1770557954.3497458,Mouse,Move,1031,654,Move
1770557954.3517191,Mouse,Move,1031,654,Move
1770557954.3527544,Mouse,Move,1030,654,Move
1770557954.3536897,Mouse,Move,1030,654,Move
1770557954.3546758,Mouse,Move,1029,654,Move
1770557954.3566728,Mouse,Move,1029,654,Move
1770557954.3576925,Mouse,Move,1028,654,Move
1770557954.3586962,Mouse,Move,1027,654,Move
1770557954.3596714,Mouse,Move,1027,654,Move
1770557954.3606822,Mouse,Move,1026,653,Move
1770557954.3627043,Mouse,Move,1026,653,Move
1770557954.3636954,Mouse,Move,1025,653,Move
1770557954.3646858,Mouse,Move,1025,653,Move
1770557954.3656962,Mouse,Move,1024,653,Move
1770557954.3666892,Mouse,Move,1023,653,Move
1770557954.367689,Mouse,Move,1023,653,Move
1770557954.3696904,Mouse,Move,1022,653,Move
1770557954.3706918,Mouse,Move,1022,653,Move
1770557954.3716938,Mouse,Move,1021,652,Move
1770557954.3736963,Mouse,Move,1021,652,Move
1770557954.3746922,Mouse,Move,1020,652,Move
1770557954.3757024,Mouse,Move,1019,652,Move
1770557954.3766925,Mouse,Move,1019,652,Move
1770557954.377689,Mouse,Move,1018,652,Move
1770557954.3796992,Mouse,Move,1017,652,Move
1770557954.3806763,Mouse,Move,1017,652,Move
1770557954.3816812,Mouse,Move,1016,652,Move
1770557954.3826778,Mouse,Move,1016,652,Move
1770557954.3847063,Mouse,Move,1015,652,Move
1770557954.3857157,Mouse,Move,1015,652,Move
1770557954.387706,Mouse,Move,1014,651,Move
1770557954.3886993,Mouse,Move,1014,651,Move
1770557954.3896935,Mouse,Move,1013,651,Move
1770557954.3917394,Mouse,Move,1013,651,Move
1770557954.3927531,Mouse,Move,1012,651,Move
1770557954.3937392,Mouse,Move,1011,651,Move
1770557954.3957267,Mouse,Move,1011,651,Move
1770557954.3966906,Mouse,Move,1010,651,Move
1770557954.3977044,Mouse,Move,1010,651,Move
1770557954.3997114,Mouse,Move,1009,651,Move
1770557954.4021633,Mouse,Move,1009,651,Move
1770557954.4027212,Mouse,Move,1008,651,Move
1770557954.403689,Mouse,Move,1007,651,Move
1770557954.4046676,Mouse,Move,1007,650,Move
1770557954.4067023,Mouse,Move,1006,650,Move
1770557954.4087045,Mouse,Move,1006,650,Move
1770557954.4096947,Mouse,Move,1005,650,Move
1770557954.4126995,Mouse,Move,1005,650,Move
1770557954.4136834,Mouse,Move,1004,650,Move
1770557954.4146724,Mouse,Move,1003,650,Move
1770557954.4157014,Mouse,Move,1003,650,Move
1770557954.4177103,Mouse,Move,1003,649,Move
1770557954.418697,Mouse,Move,1002,649,Move
1770557954.420703,Mouse,Move,1002,649,Move
1770557954.4216971,Mouse,Move,1001,649,Move
1770557954.422709,Mouse,Move,1001,648,Move
1770557954.425778,Mouse,Move,1001,648,Move
1770557954.427738,Mouse,Move,1000,648,Move
1770557954.4307249,Mouse,Move,999,648,Move
1770557954.431698,Mouse,Move,999,648,Move
1770557954.432699,Mouse,Move,999,648,Move
1770557954.4364781,Mouse,Move,998,648,Move
1770557954.4386783,Mouse,Move,998,648,Move
1770557954.4417098,Mouse,Move,998,647,Move
1770557954.4437017,Mouse,Move,997,647,Move
1770557954.4467013,Mouse,Move,997,647,Move
1770557954.4507067,Mouse,Move,997,647,Move
1770557954.454709,Mouse,Move,996,647,Move
1770557954.4587078,Mouse,Move,995,647,Move
1770557954.4807355,Mouse,Move,995,646,Move
1770557954.4827056,Mouse,Move,995,646,Move
1770557954.5897274,Mouse,Move,995,646,Move
1770557954.603704,Mouse,Move,995,645,Move
1770557954.616697,Mouse,Move,995,645,Move
1770557954.6367185,Mouse,Move,995,644,Move
1770557954.6487186,Mouse,Move,995,643,Move
1770557954.6587434,Mouse,Move,995,643,Move
1770557954.6667023,Mouse,Move,995,642,Move
1770557954.6747627,Mouse,Move,995,642,Move
1770557954.680736,Mouse,Move,995,641,Move
1770557954.6867292,Mouse,Move,995,641,Move
1770557954.6907132,Mouse,Move,995,640,Move
1770557954.6957173,Mouse,Move,995,639,Move
1770557954.701682,Mouse,Move,995,639,Move
1770557954.7057157,Mouse,Move,995,638,Move
1770557954.7107356,Mouse,Move,994,638,Move
1770557954.714783,Mouse,Move,994,637,Move
1770557954.7196958,Mouse,Move,994,637,Move
1770557954.7237139,Mouse,Move,994,636,Move
1770557954.7267053,Mouse,Move,994,635,Move
1770557954.7307055,Mouse,Move,993,635,Move
1770557954.7346992,Mouse,Move,993,635,Move
1770557954.7357032,Mouse,Move,993,634,Move
1770557954.7366915,Mouse,Move,993,634,Move
1770557954.738702,Mouse,Move,993,633,Move
1770557954.7426968,Mouse,Move,993,633,Move
1770557954.7447286,Mouse,Move,993,632,Move
1770557954.745744,Mouse,Move,992,632,Move
1770557954.7467349,Mouse,Move,992,631,Move
1770557954.7477362,Mouse,Move,991,631,Move
1770557954.749731,Mouse,Move,991,631,Move
1770557954.750724,Mouse,Move,991,630,Move
1770557954.752768,Mouse,Move,991,630,Move
1770557954.7547085,Mouse,Move,991,629,Move
1770557954.7573848,Mouse,Move,991,629,Move
1770557954.7586994,Mouse,Move,991,628,Move
1770557954.7596912,Mouse,Move,991,627,Move
